Folder Name,Number of Images,File Name,Annotations
train/img/,418,Photinia serratifolia_tree_1 (143).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (17).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (20).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (26).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (47).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (82).JPG,photinia_serratifolia
train/img/,418,Photinia serratifolia_tree_1 (96).JPG,photinia_serratifolia
train/img/,418,Platanus_tree_1 (1).jpg,platanus
train/img/,418,Platanus_tree_1 (113).jpg,platanus
train/img/,418,Platanus_tree_1 (127).jpg,platanus
train/img/,418,Platanus_tree_1 (137).jpg,platanus
train/img/,418,Platanus_tree_1 (140).jpg,platanus
train/img/,418,Platanus_tree_1 (155).jpg,platanus
train/img/,418,Platanus_tree_1 (163).jpg,platanus
train/img/,418,Platanus_tree_1 (173).jpg,platanus
train/img/,418,Platanus_tree_1 (192).jpg,platanus
train/img/,418,Platanus_tree_1 (193).jpg,platanus
train/img/,418,Platanus_tree_1 (198).jpg,platanus
train/img/,418,Platanus_tree_1 (200).jpg,platanus
train/img/,418,Platanus_tree_1 (202).jpg,platanus
train/img/,418,Platanus_tree_1 (22).jpg,platanus
train/img/,418,Platanus_tree_1 (221).jpg,platanus
train/img/,418,Platanus_tree_1 (233).JPG,platanus
train/img/,418,Platanus_tree_1 (35).jpg,platanus
train/img/,418,Platanus_tree_1 (49).jpg,platanus
train/img/,418,Platanus_tree_1 (51).jpg,platanus
train/img/,418,Platanus_tree_1 (52).jpg,platanus
train/img/,418,Platanus_tree_1 (88).jpg,platanus
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (10).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (102).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (113).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (116).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (18).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (27).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (3).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (6).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (65).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (69).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (87).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Prunus cerasifera f. atropurpurea_tree_1 (99).JPG,prunus_cerasifera_f._atropurpurea
train/img/,418,Salix babylonica_tree_1 (103).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (108).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (115).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (126).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (138).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (17).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (19).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (25).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (26).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (4).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (51).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (63).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (67).jpg,salix_babylonica
train/img/,418,Salix babylonica_tree_1 (87).jpg,salix_babylonica
train/img/,418,Sapindus saponaria_tree_1 (10).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (129).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (136).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (146).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (147).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (193).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (2).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (200).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (23).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (231).JPG,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (238).JPG,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (243).JPG,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (248).JPG,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (31).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (41).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (47).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (60).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (69).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (74).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (78).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (81).jpg,sapindus_saponaria
train/img/,418,Sapindus saponaria_tree_1 (97).jpg,sapindus_saponaria
train/img/,418,Styphnolobium japonicum_tree_1 (131).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (137).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (149).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (151).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (165).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (185).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (187).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (193).JPG,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (20).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (25).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (47).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (52).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (59).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (68).jpg,styphnolobium_japonicum
train/img/,418,Styphnolobium japonicum_tree_1 (86).jpg,styphnolobium_japonicum
train/img/,418,Triadica sebifera_tree_1 (103).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (104).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (108).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (119).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (12).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (125).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (163).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (180).JPG,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (182).JPG,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (185).JPG,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (24).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (41).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (48).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (49).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (70).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (71).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (93).jpg,triadica_sebifera
train/img/,418,Triadica sebifera_tree_1 (97).jpg,triadica_sebifera
train/img/,418,Zelkova serrata_tree_1 (126).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (135).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (14).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (149).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (150).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (151).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (158).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (174).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (177).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (195).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (205).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (22).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (221).JPG,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (26).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (37).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (38).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (40).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (5).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (51).jpg,zelkova_serrata
train/img/,418,Zelkova serrata_tree_1 (86).jpg,zelkova_serrata
val/img/,47,Acer palmatum_tree_1 (148).JPG,acer_palmatum
val/img/,47,Acer palmatum_tree_1 (155).JPG,acer_palmatum
val/img/,47,Acer palmatum_tree_1 (177).JPG,acer_palmatum
val/img/,47,Acer palmatum_tree_1 (199).JPG,acer_palmatum
val/img/,47,Cedrus deodara_tree_1 (147).JPG,cedrus_deodara
val/img/,47,Celtis sinensis_tree_1 (179).jpg,celtis_sinensis
val/img/,47,Celtis sinensis_tree_1 (186).jpg,celtis_sinensis
val/img/,47,Celtis sinensis_tree_1 (215).JPG,celtis_sinensis
val/img/,47,Celtis sinensis_tree_1 (75).jpg,celtis_sinensis
val/img/,47,Celtis sinensis_tree_1 (81).jpg,celtis_sinensis
val/img/,47,Cinnamomum camphora (Linn) Presl_tree_1 (125).jpg,cinnamomum_camphora_(linn)_presl
val/img/,47,Cinnamomum camphora (Linn) Presl_tree_1 (161).jpg,cinnamomum_camphora_(linn)_presl
val/img/,47,Cinnamomum camphora (Linn) Presl_tree_1 (179).jpg,cinnamomum_camphora_(linn)_presl
val/img/,47,Cinnamomum camphora (Linn) Presl_tree_1 (275).JPG,cinnamomum_camphora_(linn)_presl
val/img/,47,Elaeocarpus decipiens_tree_1 (102).jpg,elaeocarpus_decipiens
val/img/,47,Elaeocarpus decipiens_tree_1 (58).jpg,elaeocarpus_decipiens
val/img/,47,Flowering cherry_tree_1 (130).jpg,flowering_cherry
val/img/,47,Ginkgo biloba_tree_1 (113).jpg,ginkgo_biloba
val/img/,47,Ginkgo biloba_tree_1 (257).JPG,ginkgo_biloba
val/img/,47,Koelreuteria paniculata_tree_1 (214).JPG,koelreuteria_paniculata
val/img/,47,Liriodendron chinense_tree_1 (94).jpg,liriodendron_chinense
val/img/,47,Magnolia grandiflora L_tree_1 (124).jpg,magnolia_grandiflora_l
val/img/,47,Magnolia grandiflora L_tree_1 (154).jpg,magnolia_grandiflora_l
val/img/,47,Magnolia grandiflora L_tree_1 (220).JPG,magnolia_grandiflora_l
val/img/,47,Magnolia liliflora Desr_tree_1 (138).jpg,magnolia_liliflora_desr
val/img/,47,Magnolia liliflora Desr_tree_1 (174).jpg,magnolia_liliflora_desr
val/img/,47,Magnolia liliflora Desr_tree_1 (210).JPG,magnolia_liliflora_desr
val/img/,47,Magnolia liliflora Desr_tree_1 (231).JPG,magnolia_liliflora_desr
val/img/,47,Michelia chapensis_tree_1 (106).JPG,michelia_chapensis
val/img/,47,Michelia chapensis_tree_1 (130).JPG,michelia_chapensis
val/img/,47,Michelia chapensis_tree_1 (136).JPG,michelia_chapensis
val/img/,47,Michelia chapensis_tree_1 (142).JPG,michelia_chapensis
val/img/,47,Michelia chapensis_tree_1 (190).JPG,michelia_chapensis
val/img/,47,Osmanthus fragrans_tree_1 (109).JPG,osmanthus_fragrans
val/img/,47,Photinia serratifolia_tree_1 (129).JPG,photinia_serratifolia
val/img/,47,Photinia serratifolia_tree_1 (147).JPG,photinia_serratifolia
val/img/,47,Platanus_tree_1 (160).jpg,platanus
val/img/,47,Platanus_tree_1 (181).jpg,platanus
val/img/,47,Prunus cerasifera f. atropurpurea_tree_1 (58).JPG,prunus_cerasifera_f._atropurpurea
val/img/,47,Salix babylonica_tree_1 (58).jpg,salix_babylonica
val/img/,47,Sapindus saponaria_tree_1 (119).jpg,sapindus_saponaria
val/img/,47,Sapindus saponaria_tree_1 (233).JPG,sapindus_saponaria
val/img/,47,Sapindus saponaria_tree_1 (257).JPG,sapindus_saponaria
val/img/,47,Styphnolobium japonicum_tree_1 (69).jpg,styphnolobium_japonicum
val/img/,47,Styphnolobium japonicum_tree_1 (89).jpg,styphnolobium_japonicum
val/img/,47,Zelkova serrata_tree_1 (153).JPG,zelkova_serrata
val/img/,47,Zelkova serrata_tree_1 (77).jpg,zelkova_serrata
